,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
6573,EDEN,about time,0M9tH4KucfznNiNiAspKvE,50,0.958,0.467,194823,0.321,0.84,0,0.132,-9.947,0,0.0261,84.73,4,0.042
6574,070 Shake,Stranger,0jbjm2p0qkEfpeoNCywnM2,51,0.328,0.746,222427,0.499,0.0,5,0.127,-6.774,0,0.0489,136.038,4,0.392
6575,Bury Tomorrow,No Less Violent,2lH5lV6f57sOiLimUoQ106,54,0.000309,0.468,209720,0.975,2.03e-05,10,0.0544,-5.151,0,0.0775,91.99,4,0.461
6576,Datsik,Find Me (feat. Excision & Dion Timmer),3jonrSfDYisR7r7pReY9VV,48,0.00029,0.638,243200,0.964,0.0912,1,0.0859,-1.421,1,0.0698,149.986,4,0.198
6577,Pizzagirl,Seabirds,5I0iOfX9YLacuhLspYnTaY,47,0.729,0.615,298477,0.622,0.0106,6,0.104,-7.679,1,0.028,99.986,4,0.516
6578,Metric,Love You Back,3rpVdjbxNKKzFfsrUMvMiw,50,0.00996,0.576,247413,0.802,7.64e-06,9,0.436,-5.553,0,0.028,91.962,4,0.498
6579,Three Days Grace,Nothing To Lose But You,44C6wc0keSwxyQkQI7N7SU,52,8.37e-05,0.585,172280,0.811,0.0,6,0.137,-5.116,0,0.033,134.084,4,0.647
6580,Marwa Loud,Bad boy,0RE4crnT3jRms1xxVlEZx2,66,0.431,0.796,187844,0.496,5.51e-06,9,0.0781,-8.165,0,0.0388,97.988,4,0.716
6581,Doley Bernays,We All Sin Here,7qsM9aMNYPQyxbRGFnpNh9,51,0.0318,0.68,164000,0.556,0.000105,9,0.0855,-8.558,0,0.0388,121.003,4,0.255
6582,Dash Berlin,Shelter (Mix Cut) - Yoel Lewis Remix,1fN2cemf6ByT2WKqtumwR5,57,0.000452,0.486,105219,0.855,0.00146,3,0.249,-4.493,0,0.0497,129.9,4,0.151
6583,Neffex,All These Thoughts,4vfrXindplylzILtub6pB3,53,0.114,0.801,159000,0.753,0.0,7,0.0941,-7.772,1,0.114,100.036,4,0.698
6584,GOT7,Made It,4xiRJ15zOnHS7AzbZ7ciJW,54,0.11,0.711,156485,0.86,0.0,0,0.406,-2.542,1,0.0706,140.073,4,0.336
6585,Cat Power,Stay,2ilo3w0stilJKeQZS61FeN,60,0.976,0.308,238176,0.155,0.000137,0,0.093,-15.345,1,0.0599,188.786,3,0.347
6586,Chevelle,Sleep Walking Elite,36VQEcW3whyU0qttl8MHCJ,50,0.00567,0.427,219760,0.959,0.000279,8,0.151,-4.67,1,0.0711,84.979,3,0.398
6587,Devour,Bout Me,0Ir5FkO3BvsHanJKiraJW1,46,0.0567,0.942,200373,0.519,0.0,6,0.108,-8.503,1,0.302,97.012,4,0.77
6588,Lunchmoney,Bouquet,0OHeXWRiMF5sZ6Ujqjz7ew,52,0.842,0.646,113684,0.291,0.476,6,0.617,-16.365,0,0.361,76.426,4,0.724
6589,Ezmoney420,Yogaa Firebroo,2PcnrgaCC9ZHB2BZ0Sm7hK,46,0.0108,0.855,60270,0.344,0.135,8,0.124,-9.19,1,0.444,81.004,4,0.41
6590,Dawes,Feed The Fire,0dq6hRNyNRXCDIfzk6UFJF,45,0.331,0.698,357477,0.618,0.00518,0,0.166,-6.909,1,0.0281,120.919,4,0.834
6591,Revelries,Feel It Still,1Bt0UAApn7Oxdam3lQs1vo,57,0.0696,0.686,222591,0.679,4.29e-06,11,0.0887,-7.524,0,0.0334,123.942,4,0.308
6592,Ollie,Better With You,1xhiKL4UgfkAfnCUg6HEpA,49,0.913,0.696,197958,0.34,0.0,2,0.124,-9.37,1,0.038,107.065,4,0.623
6593,Jacquees,Whateva You Into,3NtpVr3x66NzgBwbiU0vIx,47,0.0996,0.425,161587,0.675,0.0,4,0.162,-7.733,1,0.266,159.372,4,0.791
6594,Dj Kass,Le Pons,5Vb3pAYj7qmSXpEEkc70Wp,54,0.0299,0.86,135023,0.693,2.12e-05,4,0.322,-8.082,0,0.0989,119.977,4,0.357
6595,flor,ocean,5pQMeUIDHp7ioCgDK9PyAt,49,0.0226,0.652,228274,0.515,0.000314,5,0.105,-7.193,0,0.0272,87.994,4,0.387
6596,Virtual Self,ANGEL VOICES,69urju2iS7zKGTxNVLYt5D,47,0.00475,0.535,392259,0.897,0.108,11,0.459,-5.328,0,0.241,166.017,4,0.194
6597,Flatbush Zombies,Best American,18QDjWQnHOyrHdM28Q2xYk,48,0.0535,0.829,235630,0.499,0.0,1,0.328,-10.446,0,0.32,99.061,4,0.235
6598,Smeyeul.,sunday,52DECUk6ubfu1IWnhaiKC6,47,0.9,0.683,96000,0.103,0.308,9,0.076,-12.762,0,0.0567,79.99,4,0.197
6599,Virlan Garcia,Te Comparto,5dA1JAwgOUi0jj4g0cLVuR,55,0.812,0.619,217674,0.471,0.0,3,0.148,-5.504,1,0.0381,149.891,3,0.723
6600,Elley Duhé,LOST MY MIND,7n08Zxn9ajd96UUe6SFGrP,51,0.157,0.811,144360,0.523,4.9e-06,11,0.112,-6.31,0,0.116,103.044,4,0.459
6601,Shy Glizzy,Born Hustler,7uBpZ97KETJyEodOxf09zg,45,0.382,0.855,199866,0.538,0.0,1,0.138,-6.339,1,0.156,133.993,4,0.147
6602,Ripe,Downward,00KiXBZT9vf1XhcqkFrzug,46,0.15,0.729,224412,0.641,0.0,1,0.114,-5.871,1,0.038,120.002,4,0.714
6603,Molife,Day Glo,2I0UkthGlPeyCb1zqjUTaG,58,0.119,0.806,219329,0.744,0.796,7,0.0956,-7.631,1,0.0938,120.034,4,0.146
6604,Randolph,Slow Motion,2JTF8oe4V274JR1WnOW4Jl,58,0.0563,0.691,186667,0.755,0.00072,4,0.261,-4.229,0,0.237,89.977,4,0.331
6605,Mason Ramsey,Lovesick Blues,32d8PvwQ5G0r4uvBGdGBRz,45,0.77,0.714,171040,0.62,0.0,2,0.142,-2.742,1,0.0283,126.049,4,0.51
6606,Tom Speight,I Wanna Dance with Somebody (Who Loves Me),33asYxhQGxoIZvfcaIIfaf,57,0.767,0.6,216309,0.379,0.000299,7,0.0977,-10.643,1,0.0276,124.978,4,0.45
6607,The Struts,Who Am I?,34J7dnmKC0AQ4YSPF9XxCu,48,0.00149,0.639,196009,0.933,0.0,9,0.513,-2.839,0,0.0371,114.998,4,0.885
6608,Tatte,Safari På Riktigt,3aordmHEGjk9ToJmp8C1UK,51,0.125,0.601,64480,0.401,0.673,2,0.77,-9.934,1,0.407,89.074,4,0.482
6609,Super Duper,VHS,4qWBvOvvNPxLqUbzlEeP8n,47,0.0902,0.496,135556,0.601,0.512,6,0.49,-6.725,1,0.031,107.859,4,0.141
6610,Ha*Ash,"Adiós Amor - Recorded at Panoram Studios, Mexico",00yK9fIjWQfF5g70TK9vdj,68,0.656,0.505,202867,0.438,0.0,6,0.118,-7.433,1,0.0299,90.146,4,0.205
6611,The Dead Tongues,The Giver,0v7yE4Z9AKOgzkkCrqcX6O,50,0.852,0.65,195547,0.358,0.000107,7,0.111,-7.541,0,0.0338,126.133,5,0.783
6612,Monsta X,널하다 (I Do Love U),2PpYAUKP3GpVYJjTbfDo0I,53,0.211,0.73,226084,0.841,0.0,2,0.163,-2.764,1,0.0377,100.029,4,0.769
6613,Ketty Boom,Jamba,64UnbRMG0W87384QdDSFsf,43,0.000646,0.809,144405,0.509,0.95,1,0.144,-9.747,1,0.0964,122.973,4,0.303
6614,Two Feet,Felt Like Playing Guitar And Not Singing,68jISmZBEKis7eg5Ijr17k,54,0.921,0.261,188827,0.738,0.951,7,0.096,-5.778,1,0.0563,77.783,4,0.279
6615,Alex Roe,Enough,1gzSLGEYxk7olGVNj07kD6,52,0.751,0.544,242867,0.38,0.0,11,0.16,-9.54,1,0.0261,73.979,4,0.299
6616,Dibyo,Come Thru,57HrW0sdbZTTa6lSY3pxGc,48,0.704,0.587,90010,0.405,0.0,7,0.127,-10.981,1,0.551,89.532,3,0.217
6617,Cheat Codes,I Love It,5DpwdlFPhXJSmgVMQMtlmU,48,0.0021,0.604,163000,0.748,0.0,8,0.083,-5.343,1,0.0849,120.178,4,0.52
6618,Curbi,Whip It,5u9TkXJwlqVUA7f601B8vm,55,0.000605,0.676,185625,0.99,0.426,6,0.453,-2.434,0,0.111,127.972,4,0.279
6619,Ol' Dirty Bastard,"Intoxicated (feat. Raekwon, Method Man & Macy Gray)",5xCHbfLnVBLgJGeO1zUPpz,48,0.0578,0.895,257067,0.57,0.0,6,0.05,-6.321,1,0.122,88.22,4,0.766
6620,Olivera,No More,6oA7NzN7FgmXv7l7Y638HL,55,0.072,0.796,183292,0.571,0.00776,1,0.0812,-7.099,0,0.0526,130.983,4,0.396
6621,Philip George,Losing My Mind - Mandal & Forbes Remix,0rkVQ8MzzfX40xtNkC6hjA,58,0.0105,0.758,268525,0.749,0.00558,10,0.0422,-5.663,0,0.057,121.975,4,0.887
6622,Kidd Keo,Miss U,17NW5LLmN6PXrUdknZ6iT1,65,0.29,0.753,259200,0.68,0.0021,0,0.0912,-7.749,1,0.196,149.993,4,0.351
6623,Los Angeles Azules,El Amor Después Del Amor,1tykgg3U6gJsf6QiK06UkW,44,0.141,0.768,274800,0.64,0.0,7,0.115,-4.378,1,0.0356,96.995,4,0.847
6624,Good Charlotte,Self Help,33H1pDEn8hdNGDetae2w0K,51,0.000207,0.36,203648,0.972,0.000123,6,0.344,-3.574,0,0.125,174.963,4,0.278
6625,GATTÜSO,Dance Stay High,4jkbe4bsOQCpIyirP3uDaq,55,0.0252,0.687,200742,0.927,0.137,5,0.146,-3.934,0,0.0521,127.953,4,0.126
6626,Morgan Wallen,Talkin' Tennessee,7szRiHu6r91o2Po9GTPN4c,45,0.571,0.702,223880,0.712,0.0,6,0.103,-6.671,0,0.0246,99.992,4,0.497
6627,NEEDTOBREATHE,Drive All Night (Acoustic Live),7wBiDoNLhO0LqnKHJ7HOM1,45,0.304,0.543,290865,0.803,7.96e-05,8,0.696,-6.424,1,0.0469,140.624,4,0.544
6628,Daughtry,As You Are,20cE13cmiGdHinlh40ecwd,50,0.0534,0.527,220947,0.608,0.0,11,0.111,-6.449,1,0.0351,144.729,4,0.228
6629,Tech N9ne,Let's Link - Kraddy Remix,4xsvvhHyUMN8QB4HWp3HCC,48,0.00324,0.748,146800,0.75,0.0069,3,0.0855,-7.931,0,0.0702,150.008,4,0.865
6630,SNBRN,Move All Night (feat. Kole),6kNx6oySNfaqH3P4CGiKVL,49,0.246,0.797,197419,0.692,0.0585,7,0.132,-5.845,0,0.0372,124.012,4,0.185
6631,Steve Aoki,Golden Days (feat. Jim Adkins),4zr4cNZuOoNMMiw9GZXcmo,50,0.000214,0.515,203535,0.871,1.72e-05,9,0.532,-3.535,1,0.0565,128.037,4,0.277
6632,Lil Santana,Tiene Poderes,5oRowli2DIoRQhW8iIiC4X,54,0.163,0.839,220560,0.665,0.0,1,0.289,-5.229,0,0.0522,124.991,4,0.689
6633,Comethazine,Wet,2h5UTuSlrJ6CXwv2mJp8W2,46,0.00705,0.806,118154,0.419,0.0,7,0.0956,-9.289,0,0.269,129.947,4,0.284
6634,GWSN,Puzzle Moon,3tZW5YjlbdmRMLN5MxTJQV,53,0.332,0.82,206765,0.806,0.0,6,0.0954,-3.363,1,0.0795,124.96,4,0.557
6635,Neffex,What's Up,5uzhEmGj9ksvoL1gSEFCTk,54,0.397,0.809,133333,0.822,0.0,2,0.176,-7.56,0,0.43,80.766,4,0.649
6636,Dreezy,Where Them $ @,6kp2h1BjSs6iKVgpzhwi8h,47,0.0361,0.908,193575,0.525,0.00893,4,0.175,-7.343,0,0.0997,85.505,4,0.34
6637,G Mills,Slush Puppy,0d5rl86HcvfYEsSZnfwszX,50,0.789,0.661,94092,0.625,0.748,5,0.165,-7.68,0,0.263,76.553,4,0.345
6638,wwoman,FOA,46nibbtFxxrgZq9EpXmTy1,45,0.049,0.713,162587,0.687,0.564,2,0.218,-8.102,1,0.0319,129.985,4,0.55
6639,Purple Disco Machine,Song For O,50aT6srzj5yQqFbONG8Khn,0,0.0332,0.706,416021,0.684,0.887,10,0.0992,-8.2,0,0.0451,119.991,4,0.537
6640,George Frideric Handel,"Messiah, HWV 56, Part II: XVI. The Lord Gave the Word (Arr. for Wind Ensemble by Stian Aareskjold)",5raOjwmklJR0wF6D62pBfA,14,0.988,0.356,68694,0.226,0.000979,10,0.147,-21.904,1,0.0352,88.19,4,0.57
6641,George Frideric Handel,"Handel: Lucrezia, HWV 145: ""Già nel seno comincia a compir questo ferro i duri uffizii"" (Lucrezia)",6DTLC55ywilsCcXtOfuuYI,13,0.972,0.238,76213,0.0284,0.000332,2,0.193,-27.543,1,0.0436,133.049,3,0.035
6642,Vybz Kartel,Won't Work,6GGxpNvtLz6mN6qwb9tPJ8,42,0.637,0.883,146286,0.802,0.0,7,0.158,-6.076,1,0.197,104.937,4,0.588
6643,George Frideric Handel,"Messiah, HWV 56, Part II: VIII. Thy Rebuke Hath Broken His Heart (Arr. for Wind Ensemble by Stian Aareskjold)",6p14hQadNJLDJTrFGEuCRy,15,0.984,0.223,107066,0.00906,7.05e-06,8,0.113,-33.198,1,0.0432,110.2,4,0.0318
6644,George Frideric Handel,"Messiah, HWV 56, Part II: XV. Thou Art Gone Up on High (Arr. for Wind Ensemble by Stian Aareskjold)",6pV6QXewBkm2mdOOc2WKeu,15,0.965,0.373,189696,0.117,0.00753,2,0.314,-22.414,0,0.0451,119.406,3,0.458
6645,George Frideric Handel,"Messiah, HWV 56, Part II: XI. But Thou Didst not Leave (Arr. for Wind Ensemble by Stian Aareskjold)",7FnKREbMWuf6pQvxtYiyob,15,0.93,0.26,123386,0.0352,0.0,9,0.266,-30.522,1,0.0681,171.969,4,0.444
6646,Wale,Salary Kaep,7k66NatQbLlDAvhWQEl4AR,46,0.658,0.864,153319,0.722,0.0,10,0.135,-5.736,0,0.392,125.017,4,0.651
6647,George Frideric Handel,"Messiah, HWV 56, Part II: IX. Behold and See (Arr. for Wind Ensemble by Stian Aareskjold)",7plrD3mZEooa6mENfSJ5qf,15,0.959,0.123,84013,0.00634,0.0,4,0.11,-33.496,0,0.0538,177.769,4,0.0818
6648,Víctor Manuelle,Me Quede Puyu,01W0fOluLxLPivIUbOtGWr,44,0.638,0.717,275017,0.82,0.0,7,0.641,-2.528,0,0.138,104.075,4,0.885
6649,NEEDTOBREATHE,CAGES (Acoustic Live),14gNcXEZp8oQte9THEqPJ8,45,0.84,0.355,398520,0.565,1.59e-05,4,0.201,-10.055,1,0.407,84.561,4,0.135
6650,Tech N9ne,N9NA,1N0EswwIe9JEcBvj5VlGXd,46,0.0677,0.773,213954,0.722,0.0,7,0.194,-5.898,1,0.114,82.986,4,0.49
6651,Hailey Kilgore,Waiting for Life,1XS2iQd8STgEwI7ptzXnT0,47,0.666,0.62,205040,0.376,0.0,9,0.177,-10.122,1,0.051,84.911,4,0.433
6652,Blanco White,Nocturne - Recorded at Spotify Studios NYC,1iWmK4jR0AhIZB0gZG3NKA,53,0.94,0.323,292687,0.159,0.00532,4,0.0892,-16.517,0,0.0332,135.68,3,0.156
6653,Lauv,I Like Me Better - TRU Concept Remix,4fez9Q1CdSSdLrsVBuxAGu,54,0.0787,0.734,189334,0.698,0.00994,6,0.0675,-6.299,0,0.0274,120.028,4,0.634
6654,George Frideric Handel,"Messiah, HWV 56, Part III: X. Amen (Arr. for Wind Ensemble by Stian Aareskjold)",7jGOVHxM7fPaHC5RRJ0wmt,13,0.959,0.187,238087,0.157,0.816,2,0.0872,-18.521,1,0.0343,91.294,4,0.199
6655,George Frideric Handel,"Messiah, HWV 56, Part III: V. Then Shall Be Brought (Arr. for Wind Ensemble by Stian Aareskjold)",1O5wYvHZZzuNiRuPU74nKF,0,0.955,0.0,14385,0.0164,0.0,10,0.111,-24.152,1,0.0,0.0,0,0.0
6656,Five Finger Death Punch,When the Seasons Change,1Whe5yaDRyLjEoJMrP5yNe,44,0.00137,0.496,227309,0.9,0.0,4,0.0749,-6.107,0,0.0311,156.073,4,0.546
6657,Silent Planet,The New Eternity,2VrETEBRv7wQZOPhOolEVo,45,0.0561,0.446,205322,0.961,0.0,8,0.082,-2.842,1,0.223,116.171,4,0.341
6658,Nora En Pure,Polynesia,2oyurtUQ8Uhiat3ULHJ4ZS,51,0.148,0.681,202881,0.705,0.772,10,0.12,-7.866,1,0.0344,118.016,3,0.0395
6659,George Frideric Handel,"Handel: Aminta e Fillide, HWV 83: ""O felice in amor dolce tormento"" (Aminta, Fillide)",3ImVmGpuGZueCahKPI4xkx,0,0.643,0.0,13747,0.075,0.0,11,0.13,-20.887,0,0.0,0.0,0,0.0
6660,George Frideric Handel,"Messiah, HWV 56, Part II: X. He Was Cut Off (Arr. for Wind Ensemble by Stian Aareskjold)",3W7Ja07veQbhpsB3J4xdLM,0,0.917,0.0,14705,0.121,0.00255,9,0.67,-26.355,1,0.0,0.0,0,0.0
6661,George Frideric Handel,"Handel: Aminta e Fillide, HWV 83: ""Felicissimo punto"" (Aminta)",4QNxbo6cCOWb9JWtrdmcjP,0,0.915,0.461,17227,0.0541,1.08e-06,9,0.207,-19.952,1,0.0511,134.39,3,0.469
6662,Alejandro Fernandez,Para Sacarte De Mi Vida - Versión Norteña,4itGUqG0j7mOHfAzTZSkAO,52,0.141,0.573,236787,0.783,2.49e-05,9,0.0716,-4.736,0,0.246,184.025,4,0.796
6663,Balance,Cookin,6ITJY0dAmYGSHgVKEjBn48,43,0.0378,0.788,181000,0.726,0.00135,11,0.115,-6.491,0,0.263,123.106,4,0.136
6664,George Frideric Handel,"Handel: Aminta e Fillide, HWV 83: ""E pur, Filli vezzosa"" (Aminta, Fillide)",6stykWbRfsv6ptr8vrNbph,0,0.768,0.326,27053,0.109,0.0,9,0.23,-22.32,1,0.0634,174.199,5,0.135
6665,Mike Stud,Talk Less,7bknFqbnpIUWZ12dG2WAb4,46,0.31,0.801,173296,0.45,0.0,8,0.22,-8.989,1,0.199,136.143,4,0.313
6666,Justice Der,Bleach,2quRZ1fs9tcR5sv7m6taSP,48,0.989,0.546,195214,0.0669,0.961,1,0.105,-26.257,0,0.0359,149.0,4,0.462
6667,Henry Jamison,Boys,39kdh33tGQuSINsUasOl8v,48,0.619,0.449,235640,0.423,0.275,11,0.125,-12.422,1,0.0651,105.924,4,0.23
6668,Mt. Joy,Silver Lining - Recorded at Spotify Studios NYC,7kqnoZSZUifYDyR5jzJN6v,53,0.834,0.488,209027,0.31,0.0,0,0.166,-10.673,1,0.0308,138.893,4,0.338
6669,The Midnight,Lost Boy,0c3GOCzWpUb6ZcAj4TtAYQ,49,0.0156,0.626,277335,0.713,5.38e-05,6,0.0987,-6.967,1,0.0253,137.018,4,0.394
6670,Andy Rivera,Loco por ella,0nULT4tpj0UsGEVc8wmt9t,59,0.102,0.815,204912,0.791,1.02e-05,10,0.415,-4.37,1,0.0513,96.996,4,0.797
6671,Anthony Brown & group therAPy,I Got That (feat. 1K Phew) - Remix,3YPzUPslhZWQWYaEic136U,44,0.0847,0.703,277896,0.722,0.0,5,0.154,-5.881,0,0.0971,73.019,4,0.646
6672,Before You Exit,Silence,43I0cN5CLOL5cqN27PabcE,49,0.733,0.93,200959,0.519,0.223,8,0.142,-9.864,1,0.0543,124.008,4,0.74
6673,JFilt,Aura,4Y5RSklTEvt3dJTdePISu8,46,0.0774,0.0,102536,0.56,0.963,11,0.589,-9.866,1,0.0,0.0,0,0.0
6674,Jackson Wooten,Dirt,5Ca5lh6Ft0XwjicOh5seKk,46,0.377,0.482,325178,0.337,0.817,0,0.0997,-16.729,1,0.0353,122.063,4,0.0675
6675,Elaquent,Brotherly Love,6PsgIK0WgXBQ1N4INIRid3,50,0.392,0.588,113006,0.366,0.914,2,0.12,-20.796,1,0.1,85.053,4,0.736
6676,John Denver,Rudolph the Red Nosed Reindeer,7l1S30HhTTY4rfkBZpc1Db,51,0.758,0.77,103173,0.341,1.11e-06,0,0.112,-12.457,1,0.0376,89.324,4,0.849
6677,SDJM,That Way,0Sc5lXL9iqUHibXRfiquGn,63,0.125,0.594,158372,0.889,5.68e-06,6,0.143,-3.898,1,0.034,119.958,4,0.533
6678,David Bowie,"Under Pressure - Live, Glastonbury, 2000",1L12V5VX4tOcsk3vjIGLvO,56,0.0497,0.305,323213,0.939,0.000248,2,0.988,-8.134,1,0.192,112.94,4,0.21
6679,Metro Boomin,Only You - Instrumental,3aYzsatxLLI0a9GyXYHSsP,48,0.397,0.757,218640,0.524,0.892,4,0.105,-10.627,0,0.0579,116.991,4,0.597
6680,Alessia Cara,Growing Pains - Acoustic,47yx240eURgVYhEDLWGcis,52,0.75,0.608,193200,0.353,0.0,4,0.125,-7.475,1,0.193,97.745,4,0.677
6681,Rotund Twin,Possessed,4heFNQ7iexEz7OHr9GpMZz,56,0.0316,0.805,144405,0.695,0.931,5,0.155,-8.57,1,0.0425,123.021,4,0.904
6682,For The Fallen Dreams,Unstoppable,5UIGyL0rFyWIBxqoDmYYfv,50,7.35e-05,0.362,244750,0.997,8.04e-05,4,0.33,-4.151,1,0.159,76.48,4,0.187
6683,Kirk Knight,Downtime,6nBTVk1WEkzYbbdGJUqo2G,49,0.206,0.501,247202,0.903,0.0,10,0.155,-4.327,0,0.12,131.957,3,0.432
6684,Don Sosa,Trapstyle,05FMggN4P81dW8EUwsm7ST,43,0.0338,0.591,146184,0.732,0.000283,10,0.178,-7.24,1,0.31,160.19,4,0.313
6685,Jess and Gabriel,Resurrecting,0At03SEJnxh05f0D3ZOUZ6,49,0.394,0.417,250961,0.635,3.53e-05,0,0.138,-6.792,1,0.0481,83.983,4,0.342
6686,KT Tunstall,The River,0VtkLQ8D6JKpQeSz8uEo1x,44,0.00274,0.487,220864,0.827,7.34e-05,2,0.209,-4.234,1,0.0345,139.964,4,0.481
6687,Freddie Gibbs,2 Legit,1Ng8P0sQADZALMSUR0WPmi,46,0.274,0.772,147632,0.619,0.0,5,0.502,-4.397,0,0.373,152.376,4,0.561
6688,Cuco,Melting,3CbegDfjjxNYtvXr95bNKe,53,0.542,0.482,200412,0.545,0.3,8,0.0624,-7.082,1,0.0312,115.07,4,0.445
6689,George Frideric Handel,"Handel: Aminta e Fillide, HWV 83: ""Vincesti, Aminta"" (Fillide)",60QrVOrxTt4JbHMk5KBPTc,17,0.927,0.358,39640,0.0791,1.63e-06,6,0.231,-22.46,0,0.0651,161.04,1,0.248
6690,George Frideric Handel,"Handel: Armida abbandonata, HWV 105: ""Dietro l'orme fugaci"" (Armida)",6a0CoIQoCwdUE4Lk8XYRbN,16,0.987,0.427,67600,0.0253,0.0,1,0.0751,-22.615,0,0.0603,95.738,3,0.168
6691,BlocBoy JB,Makavelli,7CLXcSZXuEjC8BcgmXLEj1,45,0.0249,0.757,122312,0.634,3.22e-06,1,0.112,-8.208,1,0.218,141.893,4,0.186
6692,George Frideric Handel,"Handel: Lucrezia, HWV 145: ""Il suol che preme"" (Lucrezia)",08WhQit29zH66tHfoc8CDV,15,0.897,0.423,186520,0.304,8.22e-05,11,0.429,-18.463,0,0.059,110.244,4,0.522
6693,George Frideric Handel,"Handel: Armida abbandonata, HWV 105: ""Venti, fermate"" (Armida)",0RLo6ILr7hIkXDcuQjO244,16,0.853,0.455,161387,0.159,0.00114,1,0.189,-18.921,0,0.0682,126.088,4,0.633
6694,George Frideric Handel,"Handel: Armida abbandonata, HWV 105: ""O voi, dell'incostante e procelloso mare orridi mostri"" (Armida)",0p2gMuSLnuxIgvnmJ1GJiR,16,0.823,0.42,44080,0.319,0.000133,6,0.821,-16.215,0,0.147,78.669,4,0.839
6695,George Frideric Handel,"Handel: Trio Sonata in B Minor, Op. 2/1, HWV 386b: III. Largo",13xd6yHTnC4WSdGfN9UsCa,15,0.749,0.12,177720,0.0166,0.704,1,0.125,-30.15,1,0.0433,94.972,3,0.0614
6696,George Frideric Handel,"Handel: Armida abbandonata, HWV 105: ""Ah crudele! E pur ten' vai"" (Armida)",1taknTNMhaWgJFSuZEDbxe,16,0.953,0.259,305333,0.0466,0.0146,6,0.0766,-21.933,1,0.0499,78.637,4,0.0997
6697,George Frideric Handel,"Handel: Trio Sonata in B Minor, Op. 2/1, HWV 386b: IV. Allegro",2L6P5rkgSOGACJ8LzWlktr,15,0.705,0.54,120280,0.106,0.139,10,0.113,-26.452,0,0.0328,107.267,4,0.622
6698,Lary Over,Sola,2fLW0qss061shZMbgdlbxo,54,0.433,0.74,224307,0.591,2.81e-06,10,0.396,-5.975,1,0.0385,132.981,4,0.45
6699,Bryant Myers,"Vamo a da una Vuelta (feat. Quimico Ultra Mega, Secreto El Famoso Biberon, Black Jonas point & mark b) - Remix",2npQbyWMCXx10S1ebDFCD1,63,0.442,0.822,290328,0.685,0.0,9,0.0602,-5.5,0,0.262,80.009,4,0.725
6700,John Carpenter,Halloween Theme,3AvFNwD581FKlhUIXtlXxs,48,0.0266,0.552,182375,0.708,0.817,6,0.151,-11.165,0,0.0306,136.001,4,0.482
6701,Tash Sultana,Mystik (Album Mix),3KcmE2rvlPvY4mCF9nQmFJ,45,0.0754,0.604,248192,0.718,5.37e-06,0,0.113,-6.742,1,0.117,132.59,4,0.518
6702,George Frideric Handel,"Handel: Armida abbandonata, HWV 105: ""Ma che parlo, che dico?"" (Armida)",3hwwDoFs6RQd21qF96dua0,15,0.935,0.394,62933,0.0399,1.65e-05,1,0.282,-23.077,0,0.0499,65.437,3,0.142
6703,George Frideric Handel,"Handel: Trio Sonata in B Minor, Op. 2/1, HWV 386b: II. Allegro",4Y2ZvY1hlEK7uegzmYU7GU,15,0.752,0.513,162307,0.0882,0.00468,10,0.149,-25.103,0,0.0477,122.042,4,0.439
6704,George Frideric Handel,"Handel: Lucrezia, HWV 145: ""Già superbo del mio affanno"" (Lucrezia)",4pb9rGkHr4SZXX4tzohzjI,15,0.876,0.264,258200,0.0713,5.25e-06,9,0.164,-22.651,0,0.0404,92.367,4,0.187
6705,George Frideric Handel,"Handel: Armida abbandonata, HWV 105: ""In tanti affanni miei"" (Armida)",5Pt9f79sIk6butj0S1HaAQ,15,0.931,0.186,280907,0.0256,0.000131,11,0.264,-25.631,0,0.0466,83.281,4,0.0774
6706,George Frideric Handel,"Messiah, HWV 56, Part I : XIII. Pifa (Pastoral Symphony) (Arr. for Wind Ensemble by Stian Aareskjold)",5s9Nra2PMAr9QV2gSXAvrT,19,0.985,0.167,177780,0.00559,0.813,0,0.101,-35.529,1,0.0417,79.753,4,0.0915
6707,Uncle Kracker,Floatin',5tORl4if1aYvU7bXHSEafi,46,0.0922,0.624,178817,0.852,0.0,7,0.34,-4.704,1,0.049,95.036,4,0.627
6708,George Frideric Handel,"Handel: Lucrezia, HWV 145: ""O numi eterni!"" (Lucrezia)",6YViVSjf8bYhRixn6UzqMh,15,0.92,0.327,50987,0.0919,0.0,9,0.149,-20.763,0,0.0577,171.011,5,0.298
6709,Tech N9ne,My Own Zone,6a2sbJd8QmvSfH7kyvr4Zi,46,0.141,0.672,241514,0.68,0.0,6,0.278,-6.286,1,0.152,92.022,4,0.521
6710,Ulices Chaidez,Las Enseñanzas,7ke7RmdPVzXXzwodE7ybWL,50,0.619,0.731,178538,0.748,2.36e-05,7,0.334,-6.745,1,0.0699,112.419,3,0.979
6711,George Frideric Handel,"Handel: Lucrezia, HWV 145: ""Ma voi forse nel cielo"" (Lucrezia)",0SZY9z7JcmJfXF8pEit17r,14,0.939,0.437,43653,0.108,0.0,11,0.348,-24.104,0,0.0647,85.336,4,0.232
6712,George Frideric Handel,"Handel: Lucrezia, HWV 145: ""A voi, Padre, consorte"" (Lucrezia)",0Ud8b4aOcKIls5uPsM4im6,13,0.973,0.482,51907,0.0349,4.81e-06,7,0.168,-23.111,1,0.0504,94.719,5,0.104
