,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_id,genres,artist_popularity,image
3938,Nas,everything,3XaNHbNa9Chz9plhRpcaof,56,0.474,0.569,452504,0.541,0.0,A,0.254,-6.036,Minor,0.381,82.423,4,0.206,20qISvAhX20dpIbOOzGK3q,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",75,https://i.scdn.co/image/ba18d0131343ca84cb9ab0eb31f56745302bc78f
3939,NCT 127,No Longer,3eIFdn5DUUO4CNcpbc8aQw,49,0.804,0.565,298360,0.371,0.0,"C♯, D♭",0.119,-7.153,Minor,0.0299,79.987,4,0.246,7f4ignuCJhLXfZ9giKT7rH,['k-pop'],72,https://i.scdn.co/image/a1c34f4bdd6d347ed8832988366de868de0ace2e
3940,88GLAM,Wet Dreams,5nnT83XEfOrY85BjoldwVx,57,0.112,0.825,156760,0.694,0.0,G,0.0915,-5.465,Minor,0.123,73.506,4,0.892,2I9SLklAOG0vdMiUUMNxRl,"['canadian hip hop', 'rap', 'southern hip hop', 'trap music', 'trap soul', 'underground hip hop', 'vapor trap']",71,https://i.scdn.co/image/589e9fb1c9041f44d96cf0e1571ce8d6ca176aff
3941,Josh A,Purge,1liMtgSjJsxY3s53p2vpfM,55,0.611,0.771,156458,0.868,0.0,D,0.382,-6.094,Minor,0.214,134.936,4,0.502,2rWCIhENZyPVDAeFC0ESWN,"['emo rap', 'lo-fi beats']",70,https://i.scdn.co/image/c387419b9e1904a42e4d9fd5cb44af79314e5c91
3942,Denny White,Carried Away,3TOfWEQ9kpGBaT7o2GtI1X,56,0.208,0.824,209545,0.532,0.0,"C♯, D♭",0.0598,-6.524,Minor,0.103,97.046,4,0.365,0RuDUIQCXhrbLcsegLwp2Q,[],47,https://i.scdn.co/image/e94e3d8fd7b7c783ebb08549a8d866f77e16d5a2
3943,Ekali,Forever (feat. Elohim),3qlLSRfudjIMj9GyBcv1lV,54,0.308,0.695,195000,0.625,5.47e-05,"C♯, D♭",0.22,-6.162,Major,0.028,93.04,4,0.344,0Y0QSi6lz1bPik5Ffjr8sd,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'vapor soul', 'vapor twitch']",61,https://i.scdn.co/image/1aab1fe3ced941849a9cece2acbb28472eab23a8
3944,Pyotr Ilyich Tchaikovsky,"The Seasons, Op. 37a: XII. December. Christmas",3bkbij1erwshmMpsEi6NTd,27,0.994,0.308,177845,0.0731,0.875,"G♯, A♭",0.11,-23.506,Minor,0.035,78.71,4,0.394,3MKCzCnpzw3TjUYs2v7vDA,"['classical', 'late romantic era', 'russian romanticism']",72,https://i.scdn.co/image/9a7c31f43e22a95f6d3c57baf4f87a3a9d2b93e0
3945,Josh A,Not Afraid of Dying,6q46qmoqw0G9E1U4pGcgT4,55,0.0452,0.661,132427,0.579,4.74e-05,F,0.107,-9.782,Major,0.05,144.999,4,0.555,2rWCIhENZyPVDAeFC0ESWN,"['emo rap', 'lo-fi beats']",70,https://i.scdn.co/image/c387419b9e1904a42e4d9fd5cb44af79314e5c91
3946,Upchurch,Rattlin Chains,1WcpvgQNOUHW7nPMFvCox6,51,0.0747,0.334,151307,0.751,0.0,"A♯, B♭",0.222,-6.107,Minor,0.0503,170.049,4,0.478,2pSObt5Fk8izuX8ZfI3jRn,"['country rap', 'redneck']",71,https://i.scdn.co/image/8db22e8f1cc09c8d853943ab87ab2e8b7d63ecdf
3947,Josh A,Too Many Dead,77e0K7vWuBunVj16g7rClf,56,0.394,0.666,166956,0.659,0.0,C,0.102,-7.104,Major,0.042,77.536,4,0.52,2rWCIhENZyPVDAeFC0ESWN,"['emo rap', 'lo-fi beats']",70,https://i.scdn.co/image/c387419b9e1904a42e4d9fd5cb44af79314e5c91
3948,Cowode,Faith,3Oa86tDOeUTcCPdmhPAHDv,52,0.683,0.762,65358,0.144,0.913,C,0.104,-15.852,Minor,0.0428,160.526,4,0.483,7KhW8KRweN0vEBltNHEflF,[],45,https://i.scdn.co/image/e535d95e2ff932a7ad80ad77bcef97d4abb7738a
3949,Charli XCX,Focus,56mCGN7S1druROilPGNe3R,58,0.125,0.856,202153,0.598,1.79e-06,"F♯, G♭",0.0626,-6.173,Minor,0.0675,122.005,4,0.352,25uiPmTg16RbhZWAqwLBy5,"['candy pop', 'dance pop', 'edm', 'electropop', 'hip pop', 'indie r&b', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']",80,https://i.scdn.co/image/5ef84738c9152ea6b5444b4d215573292010a168
3950,Yella Beezy,What I Did (feat. Kevin Gates),5o4Kal1PbEg8VbVjDoCx80,51,0.000397,0.449,285264,0.684,0.0,E,0.366,-7.309,Major,0.219,122.935,4,0.304,7kwCkEJ384PWm0UQW3hxjS,"['rap', 'southern hip hop', 'trap music']",69,https://i.scdn.co/image/bb4faf3ac14ff9d89316141ce3dfde3fd1af2355
3951,Pyotr Ilyich Tchaikovsky,"Sérénade mélancolique, Op. 26",4AiOHOOdCo5uDO5naHC2wQ,27,0.957,0.226,534254,0.202,0.674,"A♯, B♭",0.183,-15.542,Major,0.0437,110.99,1,0.0676,3MKCzCnpzw3TjUYs2v7vDA,"['classical', 'late romantic era', 'russian romanticism']",72,https://i.scdn.co/image/9a7c31f43e22a95f6d3c57baf4f87a3a9d2b93e0
3952,Chelsea Cutler,Three Words Away,0FFgBrhEA9KBsGrxqd8CaQ,53,0.16,0.618,203933,0.494,3.29e-05,C,0.183,-7.686,Minor,0.0352,101.905,4,0.431,5JMLG56F1X5mFmWNmS0iAp,"['dance pop', 'electropop', 'indie poptimism', 'pop']",74,https://i.scdn.co/image/9406202c5d942512bf29ea18b0e816b3859861a3
3953,Smoke Trees,Central Park,4JRqZ4bYdAtoydQe1Hi3Vp,54,0.73,0.651,83168,0.213,0.756,"A♯, B♭",0.0697,-17.258,Minor,0.0507,80.782,4,0.222,6cN5TvotJoRbhYHoCHw8BI,"['chillhop', 'lo-fi beats']",61,https://i.scdn.co/image/42703733d03543f42cebabae2d4997cdcbf335df
3954,Ulli Boegershausen,Kun Mun Kultani Tulisi,2QHB7Y6AZEKeFtKvtBQUTN,59,0.965,0.408,137786,0.197,0.791,B,0.11,-17.973,Minor,0.0523,133.98,4,0.626,7cfu1JFXiRLxUGdGdNt64V,"['classify', 'fingerstyle']",51,https://i.scdn.co/image/5c1d0c1c3d212670821c275201f235f6726135d8
3955,Matt Quentin,Morning Dew,32gaGfRgDMrMtcpCqF078U,54,0.89,0.686,237037,0.332,0.342,A,0.107,-11.759,Minor,0.0454,80.994,4,0.0745,23cC3RI0hgD5sWmXKPAJuG,['chillhop'],50,https://i.scdn.co/image/50af72fd3798b5b542332ed8dc23467aedc584f7
3956,Why Don't We,8 Letters - Recorded at Spotify Studios NYC,4N8CuFtyo4UanLTEW0EkBb,56,0.82,0.707,194818,0.138,0.0,E,0.135,-10.102,Minor,0.0429,84.924,4,0.591,2jnIB6XdLvnJUeNTy5A0J2,"['boy band', 'dance pop', 'pop', 'post-teen pop']",78,https://i.scdn.co/image/c0a7c72ab1199a02eaab69d995c0e90adef656d3
3957,Hollywood Undead,Live Fast Die Young,0wynJcvxABifMtXWmVAzHE,57,0.0834,0.574,221362,0.894,0.0,G,0.0778,-4.011,Major,0.0629,89.979,4,0.458,0CEFCo8288kQU7mJi25s6E,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock', 'screamo']",74,https://i.scdn.co/image/294d4438b4922282f6bbb65419ee4d89922200fb
3958,SHINee,Countless,6mI6dpwRDteVr3ZQsDeD6e,61,0.0251,0.679,188678,0.829,0.0,"A♯, B♭",0.068,-5.166,Major,0.072,97.043,4,0.604,2hRQKC0gqlZGPrmUKbcchR,"['dance pop', 'j-pop', 'k-pop', 'korean pop']",66,https://i.scdn.co/image/c76b8988d4b5ac8bf6e2aad8abec0950d074c9a6
3959,Apashe,Majesty,08E0TIudwefGjA27W4zrnf,59,0.0351,0.559,267750,0.805,0.00125,"A♯, B♭",0.122,-3.54,Major,0.0703,80.087,4,0.286,1fd3fmwlhrDl2U5wbbPQYN,"['bass trap', 'brostep', 'electronic trap', 'traprun']",61,https://i.scdn.co/image/e14065e7d3717b35fd8970ae39ba2018da301523
3960,Star Cast,Bossy,167SAJLX60K44uGKb8KLxK,54,0.00928,0.843,200827,0.676,0.000454,"C♯, D♭",0.101,-7.028,Minor,0.109,76.499,4,0.685,6UKDgKJpv0MCwiQHbllkfR,"['deep pop r&b', 'trap queen']",65,https://i.scdn.co/image/90bbb27c79e0f61ecfe594604882dc9c5a0d3266
3961,Conor Flanagan,Mysterious,3exibC8fMbU6cMNGgLcyE9,60,0.986,0.445,141568,0.17,0.945,A,0.107,-14.051,Major,0.0763,183.781,4,0.308,2jWT6fuYQO2r65UmMCN3kA,[],49,https://i.scdn.co/image/da2a7af5d47eee5b341d9813db9a3384fbf44734
3962,Pyotr Ilyich Tchaikovsky,"Symphony No. 1 in G Minor, Op. 13 ""Winter Reveries"": II. Adagio cantabile ma non tanto",3jcU1CGVXYCupoDA9tSehQ,26,0.979,0.162,720213,0.0461,0.879,C,0.103,-24.822,Major,0.0407,131.243,4,0.0385,3MKCzCnpzw3TjUYs2v7vDA,"['classical', 'late romantic era', 'russian romanticism']",72,https://i.scdn.co/image/9a7c31f43e22a95f6d3c57baf4f87a3a9d2b93e0
3963,Ana Olgica,Princess Elvira,4H157dvrPw2S3W8tMiOQVr,60,0.995,0.45,132363,0.0164,0.947,"A♯, B♭",0.112,-30.167,Minor,0.0456,66.682,4,0.265,29nLvGubwGVV9I4kF3nldc,['focus'],65,https://i.scdn.co/image/bac837d6053c05066c6152616607dbaf6e4d9469
3964,Sarcastic Sounds,Make Me Smile,1UEmniXqTa86Mvc2Y0FK0W,55,0.116,0.874,119066,0.356,0.304,"F♯, G♭",0.108,-7.832,Major,0.144,90.991,4,0.328,1bq8rqNnfrojn0OSAfeNXJ,"['chillhop', 'emo rap', 'lo-fi beats']",66,https://i.scdn.co/image/aa1cc2a600845d24f15ec743b21652462a76e383
3965,Neffex,Keep Dreaming,2CvwXlmb3eGVHiQ15pmoVz,47,0.249,0.712,133333,0.664,3.57e-06,"D♯, E♭",0.104,-8.102,Minor,0.124,125.967,4,0.544,3z97WMRi731dCvKklIf2X6,['bass trap'],73,https://i.scdn.co/image/dd059e1669f46fceb5f8ebeb01e35e7c885d5e04
3966,The Staves,Jolene - Live,1z5caKH6SJoofqTGVy17HY,60,0.932,0.47,253000,0.112,0.0,B,0.113,-15.147,Minor,0.0377,125.496,4,0.183,5G49Sq5mMzAkGL4ZP6eVPY,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'new americana', 'stomp and holler', 'uk americana']",59,https://i.scdn.co/image/48b8a65a9a1d61c2d12113d2392aecf72176fdf3
3967,SwuM,Fuji.,2xWavyjB5Nif5Cy8lRLX4Q,58,0.718,0.563,108800,0.901,0.0318,A,0.151,-4.015,Major,0.0526,150.04,4,0.671,2Fc1UZXKRmPpWWx1sxcb9m,"['chillhop', 'lo-fi beats']",63,https://i.scdn.co/image/ce7f760a244028519d9023ea1e6d6336d60ff687
3968,Clay Walker,Working on Me,4b2v0Vk5TNDs2JZPeiC670,53,0.0496,0.529,234935,0.728,0.0,B,0.054,-6.541,Major,0.0293,77.058,3,0.429,4MPkNgar5uTd8Sqvrr7par,"['contemporary country', 'country', 'country gospel', 'country road', 'modern country rock', 'outlaw country', 'texas country', 'traditional country']",62,https://i.scdn.co/image/8045405c25396a2c25e350cc74cc7968b20aadcc
3969,Pyotr Ilyich Tchaikovsky,"The Sleeping Beauty, Ballet Suite, Op. 66a: III. Panorama",5DwERalyXmrwfFYo2OVlWQ,25,0.926,0.134,154500,0.0361,0.974,G,0.13,-34.259,Minor,0.0399,99.184,3,0.196,3MKCzCnpzw3TjUYs2v7vDA,"['classical', 'late romantic era', 'russian romanticism']",72,https://i.scdn.co/image/9a7c31f43e22a95f6d3c57baf4f87a3a9d2b93e0
3970,Pyotr Ilyich Tchaikovsky,"Souvenir d'un lieu cher, Op. 42: III. Mélodie. Moderato con moto",2R4OZRISrNpIg42eOiWNqT,24,0.962,0.164,253819,0.074,0.709,"D♯, E♭",0.0914,-23.243,Minor,0.0494,83.028,3,0.0394,3MKCzCnpzw3TjUYs2v7vDA,"['classical', 'late romantic era', 'russian romanticism']",72,https://i.scdn.co/image/9a7c31f43e22a95f6d3c57baf4f87a3a9d2b93e0
3971,SLANDER,Hate Being Alone,3EVwNrVchN0ohZAe9j03C3,49,0.0132,0.501,236833,0.969,5.15e-06,G,0.139,-2.011,Minor,0.353,74.767,4,0.17,20DZAfCuP1TKZl5KcY7z3Q,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap']",65,https://i.scdn.co/image/2aa2c0f91108fc31901acce93d6ebbdfa0b65534
3972,Five Finger Death Punch,Stuck in My Ways,3kWm10Y02xYIJo6j8NVrQz,52,0.00148,0.435,236755,0.988,0.0,A,0.247,-3.161,Major,0.114,164.057,4,0.0952,5t28BP42x2axFnqOOMg3CM,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",80,https://i.scdn.co/image/8ed93611497acb959fd5de2a3ff5e4eaa9721e7c
3973,Josh A,Rest in Pieces,57b84jVYYBRxET9miVc5nZ,55,0.168,0.648,151832,0.682,9.17e-05,G,0.12,-7.9,Major,0.0455,144.922,4,0.258,2rWCIhENZyPVDAeFC0ESWN,"['emo rap', 'lo-fi beats']",70,https://i.scdn.co/image/c387419b9e1904a42e4d9fd5cb44af79314e5c91
3974,Mosaic MSC,Maker of the Heavens,5ClFem0QzHSMAcxgtClZWI,54,0.138,0.517,253320,0.606,1.67e-05,G,0.0645,-8.692,Minor,0.0319,148.054,4,0.187,4hAridhpYF50cbO6o7jB3b,"['anthem worship', 'christian music', 'world worship', 'worship']",63,https://i.scdn.co/image/81fdbc049470f6d096d1ddaaccdade44eccf7512
3975,Pyotr Ilyich Tchaikovsky,"Romance in F Minor, Op. 5",7kGXnqShCwSV1FxcVzfomF,24,0.987,0.422,347053,0.0328,0.85,F,0.0694,-26.231,Major,0.042,134.458,4,0.133,3MKCzCnpzw3TjUYs2v7vDA,"['classical', 'late romantic era', 'russian romanticism']",72,https://i.scdn.co/image/9a7c31f43e22a95f6d3c57baf4f87a3a9d2b93e0
3976,StriveAU,New York - Extended,0x3JF5cqEMI6Sl1EQj0GgS,60,0.85,0.539,111047,0.364,0.656,D,0.302,-13.239,Minor,0.0768,80.009,4,0.759,0gX527ngxcnfHH8kHj1gEe,[],49,https://i.scdn.co/image/6aaa9951c5d9985b73f4673e584ec54b5bc37eb9
3977,Pyotr Ilyich Tchaikovsky,"Violin Concerto in D Major, Op. 35: II. Canzonetta-Andante",4sW0ixDsdappUaK4y8PeHi,24,0.951,0.121,410093,0.0657,0.565,"D♯, E♭",0.0651,-25.176,Minor,0.0483,81.419,4,0.0395,3MKCzCnpzw3TjUYs2v7vDA,"['classical', 'late romantic era', 'russian romanticism']",72,https://i.scdn.co/image/9a7c31f43e22a95f6d3c57baf4f87a3a9d2b93e0
3978,Sheck Wes,Never Lost,7BVTSdbFha3PtindoO7K6X,54,0.368,0.908,260947,0.436,0.0,"G♯, A♭",0.102,-8.353,Minor,0.406,136.998,4,0.591,2RDOrhPqAM4jzTRCEb19qX,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",83,https://i.scdn.co/image/c0f2b79210f155ffbc25a5a3900d3918566cec6b
3979,Brent Faiyaz,Poundz,1eiHoDJZACAZDn9lU7AuIx,55,0.443,0.657,192562,0.456,9.84e-06,C,0.234,-11.761,Major,0.257,84.414,4,0.206,3tlXnStJ1fFhdScmQeLpuG,"['deep pop r&b', 'indie r&b', 'pop', 'r&b', 'rap', 'trap soul']",71,https://i.scdn.co/image/bab66eab23669b41d394b6d75985f6b9e4501822
3980,Pyotr Ilyich Tchaikovsky,"Symphony No. 6 in B Minor, Op. 74 ""Pathétique"": II. Allegro con grazia",0msU9iI4I7EixIyBnoifzv,23,0.973,0.177,481290,0.0855,0.947,D,0.114,-24.928,Minor,0.0407,138.755,5,0.0979,3MKCzCnpzw3TjUYs2v7vDA,"['classical', 'late romantic era', 'russian romanticism']",72,https://i.scdn.co/image/9a7c31f43e22a95f6d3c57baf4f87a3a9d2b93e0
3981,Jhay Cortez,Deseos - Remix,3IkBSDrX12PFE5YnVwKGh2,62,0.26,0.843,238107,0.731,0.0,B,0.305,-5.583,Major,0.134,93.013,4,0.635,0EFisYRi20PTADoJrifHrz,"['latin hip hop', 'reggaeton flow', 'trap latino']",67,https://i.scdn.co/image/dcdc77a35af270858bcca15994e83ce31666ae58
3982,Wiz Khalifa,King,0oyRSb3n2FV5WYBXN9xg2H,55,0.166,0.793,207256,0.589,0.0,"G♯, A♭",0.123,-5.268,Major,0.191,149.915,4,0.498,137W8MRPWKqSmrBGDBFSop,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",88,https://i.scdn.co/image/d4fa8db4cbbafeca714b5501d173b78d54bd02d5
3983,The Score,The Fear,0qpG0PjZCCNsbVon8llTGt,60,0.00751,0.479,182960,0.658,0.0,C,0.424,-5.682,Major,0.0347,138.264,4,0.227,2q3GG88dVwuQPF4FmySr9I,"['modern alternative rock', 'modern rock']",71,https://i.scdn.co/image/3e3d652eca992e33a9855ece001765006a0bad0d
3984,Jay Rock,Rotation 112th (feat. Rich The Kid) - Remix,1T6ExogT7pI6wmoRG7Wcqv,55,0.0847,0.804,297827,0.752,0.000101,A,0.106,-4.496,Major,0.248,87.967,4,0.358,28ExwzUQsvgJooOI0X1mr3,"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",77,https://i.scdn.co/image/774454e054a4f45cfa4f74907caa45649c5d521d
3985,The O'My's,Idea,3xzAbYFelfFdMUC9St64ga,51,0.0539,0.609,236572,0.619,0.00146,"D♯, E♭",0.0888,-7.189,Minor,0.188,168.255,4,0.169,1GQx6SUIHxDC1mRIFIpslD,[],49,https://i.scdn.co/image/60c22be8866d2c29a8befd38af6a5cbae86a2be2
3986,Rich Brian,Amen,4gAakyurZ4cbgnPyTuswp7,57,0.35,0.918,116710,0.684,3.16e-06,B,0.0907,-9.208,Major,0.285,140.077,4,0.774,2IDLDx25HU1nQMKde4n61a,"['indonesian hip hop', 'underground hip hop']",76,https://i.scdn.co/image/f7e1c04b92b7d8f8a4b73a5bf4ff651d72c531a6
3987,Maroon 5,Best 4 U,6m9RExR1U4qZZYAgOatzSn,54,0.127,0.526,239751,0.608,0.0,"A♯, B♭",0.113,-5.776,Major,0.169,93.311,4,0.372,04gDigrS5kc9YWfZHwBETP,['pop'],90,https://i.scdn.co/image/4079ef5effe54ab8cc099e2b6d872899d033b09d
3988,Disturbed,A Reason to Fight,1IbaGRC0Yrovu3MP1ipf1u,61,0.0158,0.591,284293,0.571,0.0,"F♯, G♭",0.13,-5.573,Major,0.0248,75.04,4,0.26,3TOqt5oJwL9BE2NG9MEwDa,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",80,https://i.scdn.co/image/b57e634f63dc9a71052c5d61cafc00d221c42afb
3989,Grace Carter,Why Her Not Me,2WKJGNWfblWBKqm7cw9C9N,66,0.35,0.391,230641,0.649,0.0001,"D♯, E♭",0.238,-6.935,Major,0.0395,173.249,4,0.201,2LuHL7im4aCEmfOlD4rxBC,"['indie anthem-folk', 'uk contemporary r&b']",60,https://i.scdn.co/image/9fec24bbb66b02604bbb998a7bd30a65d247f817
3990,Clairo,B.O.M.D.,45GLZ5tAhzkkb9NznATAN7,55,0.509,0.496,159942,0.476,3.42e-06,D,0.127,-8.123,Minor,0.072,95.894,4,0.489,3l0CmX0FuQjFxr8SK7Vqag,"['bedroom pop', 'boston indie', 'lo-fi beats']",71,https://i.scdn.co/image/e13665ed1321326a3c20fb4698e292748ccd5d25
3991,Dolly Parton,High And Mighty (with The Christ Church Choir),30C91h0O9OLREDN2i8zAs9,34,0.308,0.546,188867,0.702,0.0,G,0.318,-7.485,Minor,0.0608,134.507,4,0.511,32vWCbZh0xZ4o9gkz4PsEU,"['country', 'country dawn', 'traditional country']",72,https://i.scdn.co/image/bbd7aa224755d601336e56f72efd0fe6b138d96f
3992,Matt Ox,Jetlag (feat. Chief Keef),6W6I7L9RLiBCfdKsWGQ6kM,54,0.00609,0.716,179200,0.631,0.0,C,0.317,-4.17,Minor,0.0775,150.07,4,0.0969,2J6pigOrBmKQgqJUY5UM7r,"['trap music', 'underground hip hop', 'vapor trap']",66,https://i.scdn.co/image/a0ef89a376d0fe009438fe489a3c14e2cc3aa050
3993,MOTi,I See Light In You (feat. Faye Medeson),5ofRXp7AGiA0C5wx89Y7pv,62,0.0324,0.636,166868,0.908,0.00309,C,0.0883,-3.01,Major,0.0591,127.994,4,0.353,1vo8zHmO1KzkuU9Xxh6J7W,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'tropical pop edm']",68,https://i.scdn.co/image/10c86a039c0683c5878b6bf933e50c229e349cc4
3994,GOLDHOUSE,THE SHIT,14gdcYmHyORy3ZnvLwZzRV,56,0.174,0.652,196125,0.7,0.0,B,0.191,-6.854,Minor,0.103,160.055,4,0.744,670UISOh9XV1zlq5z5IfoY,['indie poptimism'],59,https://i.scdn.co/image/ea04e04108d9bd9d46e56e78ac6c36af91c674fd
3995,UVERworld,Odd Future,0yy8QwH9OOgeF3CBeUDguR,58,0.015,0.694,225907,0.795,0.0,C,0.114,-4.649,Major,0.0924,128.036,4,0.556,6m14xgA0m3w92UM7ujJgky,"['anime', 'j-poprock', 'j-rock']",61,https://i.scdn.co/image/9db13f1256bb14c5859daf71acfb0af551c78162
3996,The Blaze,PLACES,3eSmjY0PxxTlX6UxRDKaul,53,0.495,0.772,214827,0.427,0.724,E,0.108,-9.576,Major,0.0437,99.995,4,0.0368,1Dt1UKLtrJIW1xxRBejjos,"['french indie pop', 'french indietronica']",65,https://i.scdn.co/image/3e5644a17f9c92fb3fa2dbcf31d5a2a7ec653f69
3997,Dolly Parton,Just Because I'm a Woman,3zojMGtQn3iDpiulkHfwc9,34,0.704,0.604,183373,0.286,0.0,"C♯, D♭",0.0925,-8.975,Minor,0.0314,104.026,4,0.57,32vWCbZh0xZ4o9gkz4PsEU,"['country', 'country dawn', 'traditional country']",72,https://i.scdn.co/image/bbd7aa224755d601336e56f72efd0fe6b138d96f
3998,NEW CITY,Getting Closer,6wlOciyEdLDqZXlloy2Fmp,58,0.189,0.828,214693,0.607,0.0,F,0.347,-6.869,Minor,0.0369,115.025,4,0.716,4X5U7EjHMofqX4mUAkJm23,[],50,https://i.scdn.co/image/fe2cda05d6df2b45fee56a5df05ef24792c1e02c
3999,YBN Cordae,Make Me Feel,1xajUPr86m2Ge25UPxwJGA,54,0.475,0.759,189317,0.636,0.0,A,0.26,-5.907,Minor,0.225,99.829,4,0.32,3gGUMEwIX6XodWsYEvKSal,"['pop rap', 'rap', 'trap music', 'vapor trap']",78,https://i.scdn.co/image/39bcc9c20ce84e8f0e760cad4b7d8d51d6af203f
4000,Lazy Weekends,Make You Remember,1xcHfI2pbsBKmKDbd1zD96,62,0.395,0.746,213760,0.496,0.0,F,0.0898,-4.796,Minor,0.0826,139.933,4,0.849,1UxXVm3Hqcusvyo6TtYMWs,['indie cafe pop'],54,https://i.scdn.co/image/68deae518cf2f159ba06b263f02c57ba291df136
4001,Skizzy Mars,Talk Is Cheap,3zxZHTC4kC2yUqU0OnxAAy,41,0.373,0.639,165570,0.584,0.0,B,0.149,-5.593,Minor,0.115,158.013,4,0.5,00Z3UDoAQwzvGu13HoAM7J,"['indie pop rap', 'pop', 'pop rap', 'rap', 'underground hip hop']",67,https://i.scdn.co/image/9cead21f4d4bbcfa10dee7320d25e83025d92c07
4002,Allie X,Sunflower - Synth Reprise,0eY4bbVAkCKe95Rd37y5r6,60,0.49,0.669,216170,0.538,0.00381,C,0.115,-9.697,Minor,0.0349,117.965,4,0.0827,0LyfQWJT6nXafLPZqxe9Of,[],0,https://i.scdn.co/image/6f5d447bea5ed6a710b4f8a84b564c6225504c36
4003,Ludwig van Beethoven,"Beethoven: Symphony No. 3 in E-Flat Major, Op. 55, ""Eroica"": I. Allegro con brio (Live)",1Rnglah8WGdSI3Hf5xLGz5,32,0.948,0.222,970947,0.16,0.856,"D♯, E♭",0.317,-16.052,Minor,0.0371,132.339,3,0.116,2wOqMjp9TyABvtHdOSOTUS,"['classical', 'classical era', 'early romantic era']",74,https://i.scdn.co/image/db022999443da6f89e250086329d98b17399b346
4004,Jason Aldean,Dirt To Dust,1XU9HVG66cjmFsKWDSSvaq,52,0.00589,0.452,168373,0.943,0.00082,B,0.0661,-3.956,Major,0.102,185.94,4,0.672,3FfvYsEGaIb52QPXhg4DcH,"['contemporary country', 'country', 'country road']",78,https://i.scdn.co/image/62ce5e006733413abea9a3abfe000acb593dc4ed
4005,Neil Young,Songs for Judy - Intro,0PGofGLgLDqNSv0foJVIqZ,41,0.872,0.498,205053,0.303,0.0,G,0.978,-16.907,Minor,0.637,121.532,3,0.158,6v8FB84lnmJs434UJf2Mrm,"['album rock', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']",72,https://i.scdn.co/image/a46e64ac341acb1a817af18777235f1ed3e8e798
4006,Phora,No Scope,1JBfzJzm8SDsHm8OEHuVyp,52,0.0278,0.475,173375,0.739,0.0,C,0.0827,-7.411,Minor,0.483,92.086,5,0.327,5XDJlfdfbGNJrOJJNxTcdq,['deep underground hip hop'],72,https://i.scdn.co/image/7c1fa76a171ef69306c01ae84ad2d9998e74eff1
4007,NCT 127,Chain - Korean Version,4yzHOucbzNABkX4yb5USVl,52,0.0505,0.691,223600,0.921,0.0,F,0.273,-3.638,Major,0.075,139.948,4,0.756,7f4ignuCJhLXfZ9giKT7rH,['k-pop'],72,https://i.scdn.co/image/a1c34f4bdd6d347ed8832988366de868de0ace2e
4008,DaniLeigh,"Can't Relate (feat. YBN Nahmir, YG)",74YaGodeQdJoR5L8l59CYF,50,0.02,0.871,179973,0.674,0.0,"A♯, B♭",0.0565,-6.579,Major,0.397,160.007,4,0.762,0XIKGBo9PnK1ApI5tZA60d,"['deep pop r&b', 'indie r&b']",65,https://i.scdn.co/image/426040a7bbd2fc5e1ee53a49e7a107723eeea48c
4009,Dweeb,Freeway,7jeOjXS68wgWjEBT2bauYd,54,0.362,0.803,91211,0.322,0.243,"F♯, G♭",0.0904,-10.241,Minor,0.116,126.367,4,0.468,1ziop6MvACsEsogEf7Qqd4,"['chillhop', 'lo-fi beats']",58,https://i.scdn.co/image/a0316c3ce608cdab362566723471e7a253f595ff
4010,Matt van Stern,Simplistique,51FSAH29ZuogQbM8I9yXNH,59,0.978,0.397,218820,0.0415,0.929,D,0.0923,-23.982,Major,0.0382,74.046,4,0.148,6R18bmvwvBLIz0r9XsIOza,['focus'],58,https://i.scdn.co/image/5d924ccd94e6af961abcdfaade9d307f407a9872
4011,Zaytoven,Strong,7uL0c7Yye2qACn8NQTatqV,53,0.192,0.646,174853,0.695,0.0,B,0.196,-5.502,Major,0.0648,159.903,4,0.467,1mceaxtjWdEmwoDVAlkC41,"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",68,https://i.scdn.co/image/adabe444565e3188013d21bd5ca7c4f3139de1f2
